Country,Confirmed,Deaths
US,16682,168
US,17476,111
US,3649,85
US,11427,251
US,643,13
US,1600,29
US,6325,120
US,0,0
US,52482,579
US,5661,98
US,8546,161
US,3854,53
US,2038,38
US,1243,13
US,3967,57
US,6116,134
US,4923,113
US,5852,83
US,3383,34
US,3083,51
US,32644,393
US,12352,123
US,5431,77
US,46238,569
US,398,9
US,14600,268
US,6718,51
US,884,18
US,20850,184
US,269,7
US,17208,175
US,9750,149
US,4595,52
US,1294,20
US,176281,2111
US,18640,255
US,5394,55
US,2305,30
US,11277,180
US,1513,25
US,6619,85
US,5679,102
US,1938,38
US,1696,24
US,101186,987
US,448,0
US,13157,144
US,873,7
US,74153,813
US,78533,1121
US,5467,107
US,23556,262
US,1542,4
US,309,5
US,9351,113
US,18961,182
US,6080,82
US,45757,642
US,3061,53
US,21267,202
US,4073,62
US,2481,27
US,3477,81
US,16545,288
US,1124,9
US,1449,24
US,1470,12
US,7048,141
US,1496,14
US,2554,42
US,5394,112
US,3843,54
US,4731,121
US,2773,37
US,12644,190
US,4362,98
US,7881,94
US,27361,559
US,3464,60
US,3308,54
US,5907,149
US,9300,136
US,5850,126
US,4070,63
US,3290,56
US,10152,191
US,5108,129
US,5113,93
US,14716,150
US,2337,27
US,2481,51
US,4496,70
US,6943,123
US,1277,16
US,1528,31
US,1288,21
US,6063,108
US,10005,144
US,12892,204
US,5609,58
US,1610,23
US,1891,27
US,1584,35
US,2715,47
US,1260,31
US,1474,25
US,0,0
US,4560,71
US,6192,92
US,1456,26
US,2876,65
US,965,17
US,14601,271
US,4003,75
US,3178,37
US,2290,23
US,10031,101
US,2132,30
US,54320,346
US,2336,8
US,2840,33
US,9961,77
US,12856,134
US,5738,91
US,9368,97
US,2784,23
US,64834,398
US,18792,244
US,4362,44
US,7660,70
US,8905,53
US,19369,155
US,746,14
US,20975,180
US,1818,36
US,8889,123
US,5739,38
US,3539,43
US,3252,20
US,1007,43
US,4020,36
US,14177,174
US,5233,46
US,27706,419
US,4235,49
US,20509,130
US,2526,15
US,3652,61
US,5098,120
US,14220,128
US,26483,346
US,8430,87
US,2745,38
US,1015,11
US,166443,1725
US,7947,61
US,8249,80
US,6025,103
US,36374,295
US,14180,128
US,1370,12
US,7964,55
US,8777,102
US,11609,121
US,2330,16
US,36488,491
US,2613,33
US,26207,267
US,2524,37
US,10242,78
US,3283,40
US,8204,99
US,21789,200
US,16885,100
US,3593,50
US,5754,52
US,0,0
US,3763,70
US,3535,64
US,18052,207
US,2943,31
US,26463,242
US,72407,790
US,9770,204
US,4248,61
US,32736,295
US,13545,155
US,6888,40
US,2162,58
US,9384,124
US,3226,45
US,2354,45
US,1004,21
US,9550,156
US,2676,49
US,892,11
US,1373,16
US,17971,223
US,3003,25
US,16535,230
US,499,8
US,5581,108
US,1561,33
US,5900,59
US,1504,23
US,8190,103
US,5437,14
US,4091,31
US,0,0
US,1863,36
US,1218,14
Uganda,127944,3265
Ukraine,123125,2356
Ukraine,91710,2243
Ukraine,117249,2893
Ukraine,123296,3847
Ukraine,237227,8321
Ukraine,160588,4833
Ukraine,123769,2963
Ukraine,238860,5965
Ukraine,77580,2574
Ukraine,141913,3108
Ukraine,311471,7825
Ukraine,179095,4394
Ukraine,31045,1329
Ukraine,58445,2078
Ukraine,214162,5701
Ukraine,111448,3130
Ukraine,233609,5363
Ukraine,132253,3410
Ukraine,124017,2149
Ukraine,50660,1762
Ukraine,127853,2684
Ukraine,104460,2014
Ukraine,108224,2868
Ukraine,98375,2060
Ukraine,83619,2154
Ukraine,176367,4823
Ukraine,137220,3105
United Arab Emirates,742641,2151
United Kingdom,1523,4
United Kingdom,5764,106
United Kingdom,2816,38
United Kingdom,7839,9
United Kingdom,20327,107
United Kingdom,9092016,127154
United Kingdom,83,0
United Kingdom,7485,100
United Kingdom,12441,67
United Kingdom,44,1
United Kingdom,337034,2918
United Kingdom,4,0
United Kingdom,757813,9707
United Kingdom,3119,25
United Kingdom,0,0
United Kingdom,532302,6476
Uruguay,402149,6141
Uzbekistan,195246,1430
Vanuatu,6,1
Venezuela,437113,5229
Vietnam,1382272,27402
West Bank and Gaza,463573,4830
Yemen,10056,1962
Zambia,210724,3668
Zimbabwe,155817,4723
